country,year,pop,continent,lifeExp,gdpPercap,mortality,fertility
Czech Republic,1952,9125183.000,Europe,66.870,6876.140,56.000,2.711
Czech Republic,1957,9513758.000,Europe,69.030,8256.344,34.000,2.403
Czech Republic,1962,9620282.000,Europe,69.900,10136.867,23.000,2.227
Czech Republic,1967,9835109.000,Europe,70.380,11399.445,23.000,1.999
Czech Republic,1972,9862158.000,Europe,70.290,13108.454,22.000,2.153
Czech Republic,1977,10161915.000,Europe,70.710,14800.161,20.000,2.302
Czech Republic,1982,10303704.000,Europe,70.960,15377.229,16.000,2.067
Czech Republic,1987,10311597.000,Europe,71.580,16310.443,14.300,1.931
Czech Republic,1992,10315702.000,Europe,72.400,14297.021,11.500,1.677
Czech Republic,1997,10300707.000,Europe,74.010,16048.514,7.200,1.231
Czech Republic,2002,10256295.000,Europe,75.510,17596.210,5.100,1.165
Czech Republic,2007,10228744.000,Europe,76.486,22833.309,3.900,1.392
Denmark,1952,4334000.000,Europe,70.780,9692.385,27.900,2.535
Denmark,1957,4487831.000,Europe,71.810,11099.659,23.100,2.556
Denmark,1962,4646899.000,Europe,72.350,13583.314,20.200,2.544
Denmark,1967,4838800.000,Europe,72.960,15937.211,16.100,2.350
Denmark,1972,4991596.000,Europe,73.470,18866.207,12.500,2.030
Denmark,1977,5088419.000,Europe,74.690,20422.901,9.200,1.660
Denmark,1982,5117810.000,Europe,74.630,21688.040,8.000,1.427
Denmark,1987,5127024.000,Europe,74.800,25116.176,8.000,1.496
Denmark,1992,5171393.000,Europe,75.330,26406.740,6.500,1.764
Denmark,1997,5283663.000,Europe,76.110,29804.346,5.000,1.752
Denmark,2002,5374693.000,Europe,77.180,32166.500,4.500,1.723
Denmark,2007,5468120.000,Europe,78.332,35278.419,3.700,1.846
Djibouti,1952,63149.000,Africa,34.812,2669.529,,6.306
Djibouti,1957,71851.000,Africa,37.328,2864.969,,6.376
Djibouti,1962,89898.000,Africa,39.693,3020.989,,6.527
Djibouti,1967,127617.000,Africa,42.074,3020.051,,6.702
Djibouti,1972,178848.000,Africa,44.366,3694.212,,6.836
Djibouti,1977,228694.000,Africa,46.519,3081.761,127.600,6.671
Djibouti,1982,305991.000,Africa,48.812,2879.468,112.200,6.316
Djibouti,1987,311025.000,Africa,50.040,2880.103,98.900,6.193
Djibouti,1992,384156.000,Africa,51.604,2377.156,89.600,5.879
Djibouti,1997,417908.000,Africa,53.157,1895.017,83.900,4.950
Djibouti,2002,447416.000,Africa,53.373,1908.261,76.400,4.253
Djibouti,2007,496374.000,Africa,54.791,2082.482,67.500,3.832
Dominican Republic,1952,2491346.000,Americas,45.928,1397.717,106.600,7.589
Dominican Republic,1957,2923186.000,Americas,49.828,1544.403,104.500,7.666
Dominican Republic,1962,3453434.000,Americas,53.459,1662.137,99.600,7.404
Dominican Republic,1967,4049146.000,Americas,56.751,1653.723,91.100,6.739
Dominican Republic,1972,4671329.000,Americas,59.631,2189.874,81.600,5.782
Dominican Republic,1977,5302800.000,Americas,61.788,2681.989,70.300,4.848
Dominican Republic,1982,5968349.000,Americas,63.727,2861.092,60.000,4.190
Dominican Republic,1987,6655297.000,Americas,66.046,2899.842,51.300,3.695
Dominican Republic,1992,7351181.000,Americas,68.457,3044.214,43.300,3.330
Dominican Republic,1997,7992357.000,Americas,69.957,3614.101,36.400,3.014
Dominican Republic,2002,8650322.000,Americas,70.847,4563.808,31.800,2.836
Dominican Republic,2007,9319622.000,Americas,72.235,6025.375,29.100,2.686
Ecuador,1952,3548753.000,Americas,48.357,3522.111,,6.706
Ecuador,1957,4058385.000,Americas,51.356,3780.547,131.800,6.719
Ecuador,1962,4681707.000,Americas,54.640,4086.114,115.300,6.651
Ecuador,1967,5432424.000,Americas,56.678,4579.074,102.400,6.418
Ecuador,1972,6298651.000,Americas,58.796,5280.995,91.200,5.874
Ecuador,1977,7278866.000,Americas,61.310,6679.623,76.500,5.159
Ecuador,1982,8365850.000,Americas,64.342,7213.791,62.500,4.505
Ecuador,1987,9545158.000,Americas,67.231,6481.777,50.100,4.044
Ecuador,1992,10748394.000,Americas,69.613,7103.703,40.500,3.576
Ecuador,1997,11911819.000,Americas,72.312,7429.456,32.100,3.213
Ecuador,2002,12921234.000,Americas,74.173,5773.045,26.500,2.983
Ecuador,2007,13755680.000,Americas,74.994,6873.262,23.100,2.768
Egypt,1952,22223309.000,Africa,41.893,1418.822,,6.619
Egypt,1957,25009741.000,Africa,44.444,1458.915,229.700,6.662
Egypt,1962,28173309.000,Africa,46.992,1693.336,195.900,6.570
Egypt,1967,31681188.000,Africa,49.293,1814.881,169.900,6.238
Egypt,1972,34807417.000,Africa,51.137,2024.008,156.800,5.763
Egypt,1977,38783863.000,Africa,53.319,2785.494,132.100,5.507
Egypt,1982,45681811.000,Africa,56.006,3503.730,102.600,5.251
Egypt,1987,52799062.000,Africa,59.797,3885.461,73.500,4.827
Egypt,1992,59402198.000,Africa,63.674,3794.755,57.600,4.018
Egypt,1997,66134291.000,Africa,67.217,4173.182,44.000,3.508
Egypt,2002,73312559.000,Africa,69.806,4754.604,33.400,3.184
Egypt,2007,80264543.000,Africa,71.338,5581.181,27.100,2.987
El Salvador,1952,2042865.000,Americas,45.262,3048.303,,6.265
El Salvador,1957,2355805.000,Americas,48.570,3421.523,134.100,6.591
El Salvador,1962,2747687.000,Americas,52.307,3776.804,121.600,6.752
El Salvador,1967,3232927.000,Americas,55.855,4358.595,111.800,6.487
El Salvador,1972,3790903.000,Americas,58.207,4520.246,102.900,6.010
El Salvador,1977,4282586.000,Americas,56.696,5138.922,89.600,5.506
El Salvador,1982,4474873.000,Americas,56.604,4098.344,70.800,4.870
El Salvador,1987,4842194.000,Americas,63.154,4140.442,53.300,4.255
El Salvador,1992,5274649.000,Americas,66.798,4444.232,41.700,3.777
El Salvador,1997,5783439.000,Americas,69.535,5154.825,31.800,3.323
El Salvador,2002,6353681.000,Americas,70.734,5351.569,24.200,2.683
El Salvador,2007,6939688.000,Americas,71.878,5728.354,19.200,2.350
Equatorial Guinea,1952,216964.000,Africa,34.482,375.643,,5.502
Equatorial Guinea,1957,232922.000,Africa,35.983,426.096,,5.495
Equatorial Guinea,1962,249220.000,Africa,37.485,582.842,,5.529
Equatorial Guinea,1967,259864.000,Africa,38.987,915.596,,5.640
Equatorial Guinea,1972,277603.000,Africa,40.516,672.412,,5.680
Equatorial Guinea,1977,192675.000,Africa,42.024,958.567,,5.682
Equatorial Guinea,1982,285483.000,Africa,43.662,927.825,145.100,5.776
Equatorial Guinea,1987,341244.000,Africa,45.664,966.897,135.300,5.881
Equatorial Guinea,1992,387838.000,Africa,47.545,1132.055,123.100,5.902
Equatorial Guinea,1997,439971.000,Africa,48.245,2814.481,112.100,5.872
Equatorial Guinea,2002,495627.000,Africa,49.348,7703.496,99.700,5.678
Equatorial Guinea,2007,551201.000,Africa,51.579,12154.090,86.300,5.390
Eritrea,1952,1438760.000,Africa,35.928,328.941,,6.962
Eritrea,1957,1542611.000,Africa,38.047,344.162,,6.971
Eritrea,1962,1666618.000,Africa,40.158,380.996,,6.837
Eritrea,1967,1820319.000,Africa,42.189,468.795,,6.706
Eritrea,1972,2260187.000,Africa,44.142,514.324,124.800,6.626
Eritrea,1977,2512642.000,Africa,44.535,505.754,119.500,6.619
Eritrea,1982,2637297.000,Africa,43.890,524.876,111.100,6.618
Eritrea,1987,2915959.000,Africa,46.453,521.134,101.600,6.535
Eritrea,1992,3668440.000,Africa,49.991,582.859,85.800,6.438
Eritrea,1997,4058319.000,Africa,53.378,913.471,67.200,6.159
Eritrea,2002,4414865.000,Africa,55.240,765.350,53.400,5.774
Eritrea,2007,4906585.000,Africa,58.040,641.370,43.700,5.266
Ethiopia,1952,20860941.000,Africa,34.078,362.146,,7.201
Ethiopia,1957,22815614.000,Africa,36.667,378.904,,6.917
Ethiopia,1962,25145372.000,Africa,40.059,419.456,,6.875
Ethiopia,1967,27860297.000,Africa,42.115,516.119,142.700,6.880
Ethiopia,1972,30770372.000,Africa,43.515,566.244,142.500,7.060
Ethiopia,1977,34617799.000,Africa,44.510,556.808,143.400,7.195
Ethiopia,1982,38111756.000,Africa,44.916,577.861,139.500,7.397
Ethiopia,1987,42999530.000,Africa,46.684,573.741,127.600,7.387
Ethiopia,1992,52088559.000,Africa,48.091,421.353,116.400,7.143
Ethiopia,1997,59861301.000,Africa,49.402,515.889,98.700,6.861
Ethiopia,2002,67946797.000,Africa,50.725,530.054,82.500,6.218
Ethiopia,2007,76511887.000,Africa,52.947,690.806,61.000,5.353
Finland,1952,4090500.000,Europe,66.550,6424.519,33.000,3.060
Finland,1957,4324000.000,Europe,67.490,7545.415,26.400,2.860
Finland,1962,4491443.000,Europe,68.750,9371.843,19.500,2.660
Finland,1967,4605744.000,Europe,69.830,10921.636,15.100,2.320
Finland,1972,4639657.000,Europe,70.870,14358.876,12.000,1.590
Finland,1977,4738902.000,Europe,72.520,15605.423,8.700,1.690
Finland,1982,4826933.000,Europe,74.550,18533.158,6.500,1.720
Finland,1987,4931729.000,Europe,74.830,21141.012,5.900,1.590
Finland,1992,5041039.000,Europe,75.700,20647.165,5.000,1.850
Finland,1997,5134406.000,Europe,77.130,23723.950,3.900,1.750
Finland,2002,5193039.000,Europe,78.370,28204.591,3.400,1.720
Finland,2007,5238460.000,Europe,79.313,33207.084,2.900,1.830
France,1952,42459667.000,Europe,67.410,7029.809,41.400,2.756
France,1957,44310863.000,Europe,68.930,8662.835,28.900,2.697
France,1962,47124000.000,Europe,70.510,10560.486,21.300,2.810
France,1967,49569000.000,Europe,71.550,12999.918,17.100,2.679
France,1972,51732000.000,Europe,72.380,16107.192,13.700,2.327
France,1977,53165019.000,Europe,73.830,18292.635,11.500,1.915
France,1982,54433565.000,Europe,74.890,20293.897,9.500,1.842
France,1987,55630100.000,Europe,76.340,22066.442,8.100,1.810
France,1992,57374179.000,Europe,77.460,24703.796,6.700,1.724
France,1997,58623428.000,Europe,78.640,25889.785,4.800,1.751
France,2002,59925035.000,Europe,79.590,28926.032,4.200,1.869
France,2007,61083916.000,Europe,80.657,30470.017,3.600,1.964
Gabon,1952,420702.000,Africa,37.003,4293.476,,3.969
Gabon,1957,434904.000,Africa,38.999,4976.198,,4.173
Gabon,1962,455661.000,Africa,40.489,6631.459,,4.541
Gabon,1967,489004.000,Africa,44.598,8358.762,,4.899
Gabon,1972,537977.000,Africa,48.690,11401.948,,5.208
Gabon,1977,706367.000,Africa,52.790,21745.573,,5.543
Gabon,1982,753874.000,Africa,56.564,15113.362,69.800,5.722
Gabon,1987,880397.000,Africa,60.190,11864.408,62.500,5.609
Gabon,1992,985739.000,Africa,61.366,13522.158,59.600,5.259
Gabon,1997,1126189.000,Africa,60.461,14722.842,57.300,4.814
Gabon,2002,1299304.000,Africa,56.761,12521.714,53.700,4.494
Gabon,2007,1454867.000,Africa,56.735,13206.485,47.400,4.304
Gambia,1952,284320.000,Africa,30.000,485.231,,5.271
Gambia,1957,323150.000,Africa,32.065,520.927,156.000,5.443
Gambia,1962,374020.000,Africa,33.896,599.650,143.800,5.672
Gambia,1967,439593.000,Africa,35.857,734.783,132.600,5.938
Gambia,1972,517101.000,Africa,38.308,756.087,121.500,6.185
Gambia,1977,608274.000,Africa,41.842,884.755,109.800,6.333
Gambia,1982,715523.000,Africa,45.580,835.810,98.600,6.303
Gambia,1987,848406.000,Africa,49.265,611.659,86.500,6.164
Gambia,1992,1025384.000,Africa,52.644,665.624,76.100,6.083
Gambia,1997,1235767.000,Africa,55.861,653.730,67.700,5.995
Gambia,2002,1457766.000,Africa,58.041,660.586,60.600,5.867
Gambia,2007,1688359.000,Africa,59.448,752.750,54.500,5.799
Germany,1952,69145952.000,Europe,67.500,7144.114,,2.111
Germany,1957,71019069.000,Europe,69.100,10187.827,,2.286
Germany,1962,73739117.000,Europe,70.300,12902.463,,2.471
Germany,1967,76368453.000,Europe,70.800,14745.626,,2.370
Germany,1972,78717088.000,Europe,71.000,18016.180,20.600,1.800
Germany,1977,78160773.000,Europe,72.500,20512.921,15.500,1.504
Germany,1982,78335266.000,Europe,73.800,22031.533,11.000,1.463
Germany,1987,77718298.000,Europe,74.847,24639.186,8.300,1.426
Germany,1992,80597764.000,Europe,76.070,26505.303,6.200,1.321
Germany,1997,82011073.000,Europe,77.340,27788.884,4.800,1.331
Germany,2002,82350671.000,Europe,78.670,30035.802,4.200,1.352
Germany,2007,82400996.000,Europe,79.406,32170.374,3.700,1.361
Ghana,1952,5581001.000,Africa,43.149,911.299,144.800,6.422
Ghana,1957,6391288.000,Africa,44.779,1043.562,130.600,6.622
Ghana,1962,7355248.000,Africa,46.452,1190.041,122.700,6.827
Ghana,1967,8490213.000,Africa,48.072,1125.697,120.600,6.950
Ghana,1972,9354120.000,Africa,49.875,1178.224,118.200,6.915
Ghana,1977,10538093.000,Africa,51.756,993.224,106.000,6.721
Ghana,1982,11400338.000,Africa,53.744,876.033,99.300,6.392
Ghana,1987,14168101.000,Africa,55.729,847.006,89.000,5.935
Ghana,1992,16278738.000,Africa,57.501,925.060,75.600,5.392
Ghana,1997,18418288.000,Africa,58.556,1005.246,69.800,4.870
Ghana,2002,20550751.000,Africa,58.453,1111.985,61.200,4.566
Ghana,2007,22873338.000,Africa,60.022,1327.609,54.400,4.257
Greece,1952,7733250.000,Europe,65.860,3530.690,48.000,2.291
Greece,1957,8096218.000,Europe,67.860,4916.300,50.200,2.266
Greece,1962,8448233.000,Europe,69.510,6017.191,46.200,2.219
Greece,1967,8716441.000,Europe,71.000,8513.097,39.900,2.345
Greece,1972,8888628.000,Europe,72.340,12724.830,30.800,2.351
Greece,1977,9308479.000,Europe,73.680,14195.524,25.900,2.317
Greece,1982,9786480.000,Europe,75.240,15268.421,18.700,2.006
Greece,1987,9974490.000,Europe,76.670,16120.528,13.900,1.575
Greece,1992,10325429.000,Europe,77.030,17541.496,10.300,1.370
Greece,1997,10502372.000,Europe,77.869,18747.698,8.300,1.293
Greece,2002,10603863.000,Europe,78.256,22514.255,6.000,1.284
Greece,2007,10706290.000,Europe,79.483,27538.412,4.400,1.431
Guatemala,1952,3146381.000,Americas,42.023,2428.238,,7.045
Guatemala,1957,3640876.000,Americas,44.142,2617.156,155.000,6.629
Guatemala,1962,4208858.000,Americas,46.954,2750.364,140.700,6.490
Guatemala,1967,4690773.000,Americas,50.016,3242.531,127.100,6.323
Guatemala,1972,5149581.000,Americas,53.738,4031.408,112.100,6.208
Guatemala,1977,5703430.000,Americas,56.029,4879.993,96.800,6.204
Guatemala,1982,6395630.000,Americas,58.137,4820.495,81.800,6.109
Guatemala,1987,7326406.000,Americas,60.782,4246.486,67.700,5.764
Guatemala,1992,8486949.000,Americas,63.373,4439.451,55.000,5.465
Guatemala,1997,9803875.000,Americas,66.322,4684.314,44.700,5.058
Guatemala,2002,11178650.000,Americas,68.978,4858.347,37.100,4.634
Guatemala,2007,12572928.000,Americas,70.259,5186.050,31.200,4.199
Guinea,1952,2664249.000,Africa,33.609,510.196,,5.993
Guinea,1957,2876726.000,Africa,34.558,576.267,,6.061
Guinea,1962,3140003.000,Africa,35.753,686.374,209.100,6.121
Guinea,1967,3451418.000,Africa,37.197,708.760,200.900,6.147
Guinea,1972,3811387.000,Africa,38.842,741.666,191.100,6.250
Guinea,1977,4227026.000,Africa,40.762,874.686,179.100,6.428
Guinea,1982,4710497.000,Africa,42.891,857.250,164.300,6.590
Guinea,1987,5650262.000,Africa,45.552,805.572,150.000,6.641
Guinea,1992,6990574.000,Africa,48.576,794.348,133.700,6.492
Guinea,1997,8048834.000,Africa,51.455,869.450,114.700,6.163
Guinea,2002,8807818.000,Africa,53.676,945.584,95.400,5.794
Guinea,2007,9947814.000,Africa,56.007,942.654,79.000,5.423
Guinea-Bissau,1952,580653.000,Africa,32.500,299.850,,7.589
Guinea-Bissau,1957,601095.000,Africa,33.489,431.790,,5.990
Guinea-Bissau,1962,627820.000,Africa,34.488,522.034,,5.670
Guinea-Bissau,1967,601287.000,Africa,35.492,715.581,,5.091
Guinea-Bissau,1972,625361.000,Africa,36.486,820.225,,6.812
Guinea-Bissau,1977,745228.000,Africa,37.465,764.726,135.300,6.463
Guinea-Bissau,1982,825987.000,Africa,39.327,838.124,130.700,6.542
Guinea-Bissau,1987,927524.000,Africa,41.245,736.415,143.100,6.728
Guinea-Bissau,1992,1050938.000,Africa,43.266,745.540,130.200,6.554
Guinea-Bissau,1997,1193708.000,Africa,44.873,796.664,116.200,6.115
Guinea-Bissau,2002,1332459.000,Africa,45.504,575.705,100.500,5.690
Guinea-Bissau,2007,1472041.000,Africa,46.388,579.232,83.300,5.317
Haiti,1952,3201488.000,Americas,37.579,1840.367,,6.299
Haiti,1957,3507701.000,Americas,40.696,1726.888,205.300,6.310
Haiti,1962,3880130.000,Americas,43.590,1796.589,188.300,6.302
Haiti,1967,4318137.000,Americas,46.243,1452.058,172.900,6.026
Haiti,1972,4698301.000,Americas,48.042,1654.457,156.600,5.643
Haiti,1977,4908554.000,Americas,49.923,1874.299,139.200,5.779
Haiti,1982,5198399.000,Americas,51.461,2011.160,123.000,6.154
Haiti,1987,5756203.000,Americas,53.636,1823.016,108.800,5.799
Haiti,1992,6326682.000,Americas,55.089,1456.310,95.800,5.210
Haiti,1997,6913545.000,Americas,56.671,1341.727,82.400,4.665
Haiti,2002,7607651.000,Americas,58.137,1270.365,70.700,4.065
Haiti,2007,8502814.000,Americas,60.916,1201.637,62.700,3.580
Honduras,1952,1517453.000,Americas,41.912,2194.926,,7.496
Honduras,1957,1770390.000,Americas,44.665,2220.488,154.900,7.498
Honduras,1962,2090162.000,Americas,48.041,2291.157,132.400,7.443
Honduras,1967,2500689.000,Americas,50.924,2538.269,113.100,7.417
Honduras,1972,2965146.000,Americas,53.884,2529.842,95.200,7.111
Honduras,1977,3055235.000,Americas,57.402,3203.208,78.500,6.649
Honduras,1982,3669448.000,Americas,60.909,3121.761,63.500,6.062
Honduras,1987,4372203.000,Americas,64.492,3023.097,51.200,5.441
Honduras,1992,5077347.000,Americas,66.399,3081.695,41.500,4.950
Honduras,1997,5867957.000,Americas,67.659,3160.455,34.300,4.366
Honduras,2002,6677328.000,Americas,68.565,3099.729,28.200,3.775
Honduras,2007,7483763.000,Americas,70.198,3548.331,23.200,3.340
Hungary,1952,9504000.000,Europe,64.030,5263.674,70.000,2.722
Hungary,1957,9839000.000,Europe,66.410,6040.180,63.000,2.340
Hungary,1962,10063000.000,Europe,67.960,7550.360,49.000,1.917
Hungary,1967,10223422.000,Europe,69.500,9326.645,42.000,1.948
Hungary,1972,10394091.000,Europe,69.760,10168.656,38.400,2.067
Hungary,1977,10637171.000,Europe,69.950,11674.837,29.400,2.110
Hungary,1982,10705535.000,Europe,69.390,12545.991,22.000,1.881
Hungary,1987,10612740.000,Europe,69.580,12986.480,19.400,1.841
Hungary,1992,10348684.000,Europe,69.170,10535.629,15.400,1.749
Hungary,1997,10244684.000,Europe,71.040,11712.777,11.100,1.425
Hungary,2002,10083313.000,Europe,72.590,14843.936,8.600,1.288
Hungary,2007,9956108.000,Europe,73.338,18008.944,6.500,1.320
Iceland,1952,147962.000,Europe,72.490,7267.688,22.900,3.822
Iceland,1957,165110.000,Europe,73.470,9244.001,18.700,4.176
Iceland,1962,182053.000,Europe,73.680,10350.159,16.900,3.976
Iceland,1967,198676.000,Europe,73.730,13319.896,14.400,3.335
Iceland,1972,209275.000,Europe,74.460,15798.064,11.800,2.880
Iceland,1977,221823.000,Europe,76.110,19654.962,9.200,2.489
Iceland,1982,233997.000,Europe,76.990,23269.607,7.000,2.232
Iceland,1987,244676.000,Europe,77.230,26923.206,5.600,2.131
Iceland,1992,259012.000,Europe,78.770,25144.392,4.700,2.171
Iceland,1997,271192.000,Europe,78.950,28061.100,3.700,2.074
Iceland,2002,288030.000,Europe,80.500,31163.202,2.800,2.003
Iceland,2007,301931.000,Europe,81.757,36180.789,2.200,2.105
India,1952,372000000.000,Asia,37.373,546.566,,5.902
India,1957,409000000.000,Asia,40.249,590.062,173.700,5.902
India,1962,454000000.000,Asia,43.605,658.347,160.100,5.842
India,1967,506000000.000,Asia,47.193,700.771,148.900,5.701
India,1972,567000000.000,Asia,50.651,724.033,138.300,5.323
India,1977,634000000.000,Asia,54.208,813.337,124.000,4.922
India,1982,708000000.000,Asia,56.596,855.724,108.400,4.515
India,1987,788000000.000,Asia,58.553,976.513,95.600,4.125
India,1992,872000000.000,Asia,60.223,1164.407,83.900,3.709
India,1997,959000000.000,Asia,61.765,1458.817,73.100,3.334
India,2002,1034172547.000,Asia,62.879,1746.769,62.000,3.018
India,2007,1110396331.000,Asia,64.698,2452.210,51.900,2.694
Indonesia,1952,82052000.000,Asia,37.468,749.682,186.600,5.463
Indonesia,1957,90124000.000,Asia,39.918,858.900,161.200,5.665
Indonesia,1962,99028000.000,Asia,42.518,849.290,141.200,5.645
Indonesia,1967,109343000.000,Asia,45.964,762.432,123.400,5.582
Indonesia,1972,121282000.000,Asia,49.203,1111.108,106.700,5.338
Indonesia,1977,136725000.000,Asia,52.702,1382.702,92.500,4.806
Indonesia,1982,153343000.000,Asia,56.159,1516.873,80.800,4.167
Indonesia,1987,169276000.000,Asia,60.137,1748.357,69.300,3.472
Indonesia,1992,184816000.000,Asia,62.681,2383.141,57.400,2.931
Indonesia,1997,199278000.000,Asia,66.041,3119.336,46.700,2.575
Indonesia,2002,211060000.000,Asia,68.588,2873.913,37.800,2.474
Indonesia,2007,223547000.000,Asia,70.650,3540.652,30.900,2.490
Iran,1952,17272000.000,Asia,44.869,3035.326,,6.908
Iran,1957,19792000.000,Asia,47.181,3290.258,,6.916
Iran,1962,22874000.000,Asia,49.325,4187.330,176.370,6.914
Iran,1967,26538000.000,Asia,52.469,5906.732,191.300,6.699
Iran,1972,30614000.000,Asia,55.234,9613.819,120.700,6.292
Iran,1977,35480679.000,Asia,57.702,11888.595,95.000,6.289
Iran,1982,43072751.000,Asia,59.620,7608.335,68.500,6.515
Iran,1987,51889696.000,Asia,63.040,6642.881,51.900,5.759
Iran,1992,60397973.000,Asia,65.742,7235.653,40.800,4.137
Iran,1997,63327987.000,Asia,68.042,8263.590,33.200,2.716
Iran,2002,66907826.000,Asia,69.451,9240.762,25.600,1.994
Iran,2007,69453570.000,Asia,70.964,11605.714,19.400,1.870
Iraq,1952,5441766.000,Asia,45.320,4129.766,216.300,7.437
Iraq,1957,6248643.000,Asia,48.437,6229.334,156.900,6.228
Iraq,1962,7240260.000,Asia,51.457,8341.738,118.300,6.514
Iraq,1967,8519282.000,Asia,54.459,8931.460,93.000,7.295
Iraq,1972,10061506.000,Asia,56.950,9576.038,74.900,7.234
Iraq,1977,11882916.000,Asia,60.413,14688.235,61.200,6.834
Iraq,1982,14173318.000,Asia,62.038,14517.907,51.600,6.407
Iraq,1987,16543189.000,Asia,65.044,11643.573,45.100,6.105
Iraq,1992,17861905.000,Asia,59.461,3745.641,40.800,5.699
Iraq,1997,20775703.000,Asia,58.811,3076.240,37.600,5.233
Iraq,2002,24001816.000,Asia,57.046,4390.717,34.600,4.795
Iraq,2007,27499638.000,Asia,59.545,4471.062,31.800,4.412
Ireland,1952,2952156.000,Europe,66.910,5210.280,41.900,3.409
Ireland,1957,2878220.000,Europe,68.900,5599.078,34.000,3.574
Ireland,1962,2830000.000,Europe,70.290,6631.597,28.000,3.984
Ireland,1967,2900100.000,Europe,71.080,7655.569,21.900,3.859
Ireland,1972,3024400.000,Europe,71.280,9530.773,18.300,3.785
Ireland,1977,3271900.000,Europe,72.030,11150.981,15.200,3.338
Ireland,1982,3480000.000,Europe,73.100,12618.321,10.400,2.790
Ireland,1987,3539900.000,Europe,74.360,13872.867,8.400,2.234
Ireland,1992,3557761.000,Europe,75.467,17558.816,6.800,1.918
Ireland,1997,3667233.000,Europe,76.122,24521.947,6.100,1.919
Ireland,2002,3879155.000,Europe,77.783,34077.049,5.400,1.965
Ireland,2007,4109086.000,Europe,78.885,40675.996,3.900,1.999
Israel,1952,1620914.000,Asia,65.390,4086.522,43.000,4.322
Israel,1957,1944401.000,Asia,67.840,5385.278,39.000,3.915
Israel,1962,2310904.000,Asia,69.390,7105.631,,3.830
Israel,1967,2693585.000,Asia,70.750,8393.741,,3.803
Israel,1972,3095893.000,Asia,71.630,12786.932,,3.798
Israel,1977,3495918.000,Asia,73.060,13306.619,18.600,3.511
Israel,1982,3858421.000,Asia,74.450,15367.029,14.000,3.170
Israel,1987,4203148.000,Asia,75.600,17122.480,11.000,3.057
Israel,1992,4936550.000,Asia,76.930,18051.523,8.700,2.952
Israel,1997,5531387.000,Asia,78.269,20896.609,6.400,2.925
Israel,2002,6029529.000,Asia,79.696,21905.595,5.200,2.914
Israel,2007,6426679.000,Asia,80.745,25523.277,4.100,2.913
Italy,1952,47666000.000,Europe,65.940,4931.404,61.100,2.366
Italy,1957,49182000.000,Europe,67.810,6248.656,48.100,2.289
Italy,1962,50843200.000,Europe,69.240,8243.582,41.000,2.442
Italy,1967,52667100.000,Europe,71.060,10022.401,33.100,2.524
Italy,1972,54365564.000,Europe,72.190,12269.274,26.500,2.377
Italy,1977,56059245.000,Europe,73.480,14255.985,17.300,1.988
Italy,1982,56535636.000,Europe,74.980,16537.483,12.600,1.573
Italy,1987,56729703.000,Europe,76.420,19207.235,9.400,1.351
Italy,1992,56840847.000,Europe,77.440,22013.645,7.700,1.277
Italy,1997,57479469.000,Europe,78.820,24675.024,5.600,1.220
Italy,2002,57926999.000,Europe,80.240,27968.098,4.300,1.246
Italy,2007,58147733.000,Europe,80.546,28569.720,3.600,1.367
Jamaica,1952,1426095.000,Americas,58.530,2898.531,86.600,4.128
Jamaica,1957,1535090.000,Americas,62.610,4756.526,70.100,5.022
Jamaica,1962,1665128.000,Americas,65.610,5246.108,57.700,5.627
Jamaica,1967,1861096.000,Americas,67.510,6124.703,49.300,5.790
Jamaica,1972,1997616.000,Americas,69.000,7433.889,41.800,5.108
Jamaica,1977,2156814.000,Americas,70.110,6650.196,35.600,4.115
Jamaica,1982,2298309.000,Americas,71.210,6068.051,31.300,3.559
Jamaica,1987,2326606.000,Americas,71.770,6351.237,27.500,3.143
Jamaica,1992,2378618.000,Americas,71.766,7404.924,24.000,2.855
Jamaica,1997,2531311.000,Americas,72.262,7121.925,20.500,2.683
Jamaica,2002,2664659.000,Americas,72.047,6994.775,17.800,2.552
Jamaica,2007,2780132.000,Americas,72.567,7320.880,16.500,2.414
Japan,1952,86459025.000,Asia,63.030,3216.956,49.900,3.096
Japan,1957,91563009.000,Asia,65.500,4317.694,37.200,2.201
Japan,1962,95831757.000,Asia,68.730,6576.649,25.500,1.965
Japan,1967,100825279.000,Asia,71.430,9847.789,16.300,2.020
Japan,1972,107188273.000,Asia,73.420,14778.786,11.900,2.109
Japan,1977,113872473.000,Asia,75.380,16610.377,8.800,1.885
Japan,1982,118454974.000,Asia,77.110,19384.106,6.500,1.751
Japan,1987,122091325.000,Asia,78.670,22375.942,5.000,1.670
Japan,1992,124329269.000,Asia,79.360,26824.895,4.400,1.499
Japan,1997,125956499.000,Asia,80.690,28816.585,3.800,1.372
Japan,2002,127065841.000,Asia,82.000,28604.592,3.000,1.303
Japan,2007,127467972.000,Asia,82.603,31656.068,2.600,1.329
Jordan,1952,607914.000,Asia,43.158,1546.908,164.900,7.390
Jordan,1957,746559.000,Asia,45.669,1886.081,126.000,7.371
Jordan,1962,933559.000,Asia,48.126,2348.009,96.600,7.904
Jordan,1967,1255058.000,Asia,51.629,2741.796,75.200,8.033
Jordan,1972,1613551.000,Asia,56.528,2110.856,60.200,7.818
Jordan,1977,1937652.000,Asia,61.134,2852.352,49.100,7.455
Jordan,1982,2347031.000,Asia,63.739,4161.416,40.200,7.071
